ID,SIM1,SIM2,SIM3,SIM4,SIM5,SIM6,SIM7,SIM8,SIM9,SIM10
201012,300813,101591,205457,304519,300657,203690,204690,204128,202506,306366
201013,100773,102478,201414,100329,101174,205481,200105,200408,100833,200119
201014,205640,200537,100156,100001,106694,304519,303495,303281,101453,200893
201015,104756,201075,401361,401197,306480,201536,103312,106081,100017,105715
201016,201431,205657,302882,301937,201085,302637,303816,306211,204489,201305
201017,203977,100086,100023,100012,200374,200408,300418,500678,100079,101777
201018,101956,204940,205303,204666,106419,104880,200082,205373,400815,105951
201019,202523,203439,205700,303729,100023,100372,200864,205653,201414,400860
201020,102665,205218,202092,101322,102787,302699,102491,100050,303339,302760
201021,203304,200412,200005,201273,200458,100023,201760,202612,202105,200049
201022,204242,104403,105856,201282,304992,200757,204323,202336,301682,102598
201023,100116,304543,500594,304460,301465,304278,400823,400229,200495,202536
201024,200676,204686,101805,204193,201273,205385,105187,301743,203772,203457
201025,202260,102486,200005,200118,304434,202688,202760,200524,105511,101453
201026,305461,401823,304661,306203,304898,300696,400758,306460,101500,200375
201027,202696,204504,200084,200524,205682,202080,101682,101945,204971,100156
201028,304486,304519,103797,402716,500338,205529,201164,104968,205492,200111
201029,201069,201081,202205,303043,100018,300087,201880,100173,304256,201795
201030,201031,203282,202448,205301,201966,400181,104690,201266,303941,306149
201031,201030,305527,204667,305913,200608,203282,303941,202092,200164,100845
201032,202494,400570,205216,403024,204471,304870,400055,400519,300195,402155
201033,203847,102097,101167,200962,200195,205698,100665,106397,102935,200503
201034,401677,400022,400578,401563,101193,303107,100004,500309,301116,200622
201035,200039,202430,300335,204059,204735,100023,204686,202273,100012,200676
201036,101167,205459,200195,300227,202109,101271,306480,101852,205466,203112
201037,400068,103753,303357,400815,104701,304091,100200,400008,101753,305505
201038,100602,201053,301060,205720,100598,105578,106188,100171,101072,401801
201039,304211,200978,204395,204188,203091,103343,201881,305022,203810,100016
201040,306093,203862,303155,100306,102391,101542,102621,100410,101426,101022
201041,304170,201483,101301,200530,202852,302428,305527,104880,100545,304350
201042,203497,204749,201564,200414,202679,204962,100127,200455,203601,201538
201043,202398,104130,402066,201904,301020,201566,201864,204907,202101,300787
201044,104800,200304,201391,100853,203914,402088,105511,106694,202094,102541
201045,400014,200772,202026,203197,200033,101961,203957,203555,200569,201309
201046,304422,300316,100751,202907,200011,200118,200084,104438,100184,105032
201047,201107,203444,202398,200350,306366,200320,204481,101998,401645,201061
201048,300273,204921,200392,400267,204757,100085,202109,106030,100659,100145
201049,302012,202996,200261,202570,200631,204019,102610,102491,301084,202248
201050,100773,100011,102478,205475,201414,200155,201013,100833,102967,305729
201051,202062,103059,305244,500308,403193,401093,403285,203665,203222,402955
201052,202109,202816,204551,106030,203759,101117,100039,201233,204755,200985
201053,300773,201038,305451,104515,103984,301308,401605,306155,306030,201802
201054,200386,202153,104865,300901,100107,104337,301271,303916,101351,100744
201055,100849,203849,204750,204654,200776,100040,200124,100567,301306,101001
201056,400633,101629,200397,200008,302284,200631,301496,201350,401873,301267
201057,200981,200993,201093,200750,200969,201122,100287,203561,204073,304125
201058,104066,203496,100156,203173,202493,106694,204373,203551,304856,202601
201059,201729,201061,200356,201062,202276,201074,100587,302740,300209,100366
201060,201062,201061,303037,101976,200563,103984,304447,102383,302740,201729
201061,201729,201059,100587,202276,203500,202570,400860,201923,300381,100736
201062,201060,202718,201061,204034,302740,304447,302743,201729,103792,305775
201063,200876,201802,200455,100504,106081,200530,200339,201414,200739,100023
201064,300209,100587,100472,202490,205720,203304,102812,202430,204243,204654
201065,305889,500349,402110,402506,304573,300587,401913,401353,402310,402982
201066,202805,104996,200833,100469,200005,200372,102273,204685,204898,104497
201067,101241,401472,101170,203134,104465,300245,104725,304578,500442,103774
201068,201259,304670,201909,100545,302812,200070,105558,100654,300356,102282
201069,201029,201081,202205,303043,104299,400726,100018,200032,300087,106188
201070,305319,302704,200183,202165,304156,401047,104776,100869,304587,200832
201071,104812,306367,204280,100286,205613,101557,201760,104319,204143,301472
201072,103468,101462,205708,305254,302319,400279,304531,104163,202755,101686
201073,202437,202565,100366,202267,203233,101945,106328,203105,203985,202696
201074,201923,203500,200891,300381,101500,203304,203512,202536,204243,200412
201075,203512,202570,201074,101805,100016,200339,201107,204814,205357,202749
201076,203205,201206,204813,205644,200513,201535,200091,201396,300025,303130
201077,101947,200063,200663,203332,100320,104611,200016,205063,202523,201524
201078,301946,200647,100567,300008,200032,200561,302823,102998,204074,203304
201079,201100,204621,100302,305836,200852,200471,103725,101698,201984,300674
201080,101765,200118,200356,202996,202565,200926,203885,200889,104793,101745
201081,201069,201029,202205,303043,100018,305485,500660,100446,402020,300920
201082,200129,200191,300248,400017,201075,202659,204813,201300,204686,200118
201083,104637,106753,200803,201570,204064,100550,105856,101381,103296,106280
201084,302798,106419,200518,202153,202472,201988,202248,202023,200372,106002
201085,102383,202040,205603,201610,304184,201168,201570,103249,205397,100944
201086,202460,103343,200032,205157,203881,302101,202601,100122,100292,103731
201087,203555,305960,203246,400023,401526,105334,203042,100039,205629,201770
201088,200383,300008,100012,204672,205076,202109,205216,101515,200024,202536
201089,201155,200303,106459,202480,203304,304130,100469,204034,200201,200268
201090,203475,103581,203010,100023,203457,101515,300008,101334,100366,101167
201091,105856,201910,304352,100338,304169,103255,200549,200033,400860,205459
201092,100238,204872,100198,400342,103253,303631,203668,400293,200265,202361
201093,202277,200993,200981,203363,201057,200750,200987,204030,204187,100520
201094,201124,101699,101612,100184,100024,304932,201305,203137,203551,100768
201095,200037,101498,106668,100986,100585,300591,200118,103475,101688,301800
201096,403037,201793,500315,104328,500243,303783,401770,400535,201268,202579
201097,304543,303817,301504,100286,304597,200049,100120,300667,300008,303535
201098,101374,205386,300023,204020,204828,205192,200586,201093,200326,100460
201099,401700,500300,500508,201541,306612,400638,103837,302577,403100,102543
201100,104793,201079,204898,105312,201157,100230,201445,200504,203400,204040
201101,203072,203842,101193,201509,202536,200891,200361,205081,204643,200586
201102,101453,200336,104560,202523,100370,100184,202745,200556,203555,201044
201103,102762,203042,100012,101170,203555,202644,200099,203879,106546,300786
201104,200324,200998,103220,102151,201571,102454,203769,205224,101761,203976
201105,204802,202695,301584,203304,200503,200199,304483,303941,201075,301812
201106,201268,401075,103119,401783,303783,403037,301587,102441,104495,201929
201107,500228,200110,205720,200891,101500,202109,202671,104658,201074,100016
201108,205077,100904,200301,304408,102095,203444,103211,203112,204099,204017
201109,203684,300357,101697,303096,202756,500363,304522,103086,401976,101372
201110,205498,203496,202143,205636,200757,201664,203668,205631,205562,203771
201111,204598,100302,200658,202523,203091,400935,201408,300091,304543,203326
201112,200252,204134,201124,200268,203321,200080,201093,200503,203759,102259
201113,203551,100130,302846,401579,101194,205373,103300,106079,205459,305527
201114,102252,304522,200228,301020,200677,201357,400860,202744,202736,203820
201115,106770,105020,402625,303921,106355,305552,103951,204714,104443,106747
201116,203348,102805,102998,102937,301946,100302,105831,105534,103445,200032
201117,305008,204258,106667,200255,203481,204073,200156,104923,304222,106125
201118,203010,205046,100768,200891,201273,200889,100366,201988,102167,301308
201119,201100,202267,204898,300485,101831,303209,202092,200080,200926,201001
201120,202826,102789,204134,200607,200214,102095,201524,102842,304543,200383
201121,304830,402729,401332,101885,201916,401765,105565,500367,500141,202143
201122,300019,203506,100113,102259,102192,203363,200148,200676,100156,201429
201123,303239,203867,100063,203976,101783,202080,204735,103791,100747,500702
201124,400847,203321,201112,205234,203513,205072,100287,102830,200175,200966
201125,202651,200155,203440,203926,202536,200431,100012,202372,200561,201421
201126,201391,102118,103386,103328,202008,106716,200676,106110,105681,100329
201127,201207,100607,203842,203079,203745,303676,102783,100023,301306,202536
201128,306474,200088,201383,103669,106328,202268,204503,102611,105304,400815
201129,203582,203018,200316,200620,200608,100473,100580,200822,201122,200191
201130,400204,205459,100079,103815,304917,103074,106536,204558,204586,302651
201131,200074,201138,200005,202248,101105,200336,200032,200922,303941,203271
201132,205015,202109,200641,202646,200666,203332,101444,203010,100016,100174
201133,203044,304447,200336,301357,101504,103417,202599,302802,400694,200550
201134,302448,300182,105492,202601,203189,201432,101780,106462,201910,305913
201135,200460,200985,201538,304592,105304,201988,205076,205591,200622,200171
201136,401430,401449,500140,204842,304378,203161,100664,100700,201315,200647
201137,301887,100949,203936,200037,301800,100004,203808,200032,205116,103601
201138,302645,200926,303941,100934,302743,201131,200708,202961,200778,202896
201139,202793,202654,304210,402790,201913,304130,200780,402895,102707,202352
201140,200171,205466,204813,200143,101877,200968,104791,203084,106693,202343
201141,105754,200948,200455,203010,101945,100023,201910,200020,201802,203304
201142,200819,104144,203282,204555,302111,203226,304353,203363,303141,205408
201143,103552,105749,200820,301760,301271,202630,301743,200273,106209,203588
201144,200843,302739,300785,201203,104933,101174,106468,200256,100193,305770
201145,202800,203555,100184,202991,203255,400860,401391,304519,204085,102567
201146,100929,301306,100016,201825,203012,204685,200734,200952,100265,401775
201147,105534,100567,201853,100000,102858,200032,301946,105816,101725,100292
201148,200923,202276,202896,205608,101794,200303,100366,202626,205007,200608
201149,105963,203553,200173,100184,201102,100302,201593,400815,100729,202101
201150,106081,203154,100179,100205,205699,201507,204755,204651,200356,201479
201151,100366,104093,300061,103277,303135,101500,302740,200852,201585,200375
201152,102935,202630,106026,301800,101426,304543,201988,200772,204813,202054
201153,202769,104863,302101,100607,201478,200216,301135,102935,200833,101516
201154,103074,205717,200578,204059,200303,200216,204328,203820,204565,106495
201155,201089,100545,201108,305597,304156,201429,202480,202904,101403,101428
201156,200558,102889,302481,103797,200099,103254,303386,200102,101802,201175
201157,200091,200334,203772,204667,202537,300381,200708,300164,103735,100504
201158,201108,100435,200336,100947,100184,202364,205585,302971,202480,200082
201159,203346,203538,203363,300154,200708,201530,203602,101167,105167,203555
201160,103360,200524,201767,105449,100285,106756,203233,201910,203363,104365
201161,203976,302798,204896,401823,202991,200780,301209,100366,205007,200893
201162,203630,105868,102083,306150,102532,103489,102968,106568,106528,202430
201163,203400,202996,301317,200091,101745,303115,200922,106042,300838,200204
201164,202659,300689,102440,203459,106256,205515,402570,103104,104163,300469
201165,200307,201689,200519,204718,104364,200491,202279,205368,106473,201129
201166,204667,301378,100156,103791,204769,201391,101328,100545,101319,203772
