Book Title,Book ISBN,Book URL,Amazon Price,R1 Title,R1 URL,R2 Title,R2 URL,R3 Title,R3 URL,R4 Title,R4 URL,R5 Title,R5 URL
The Midnight Ride of Paul Revere,9781929766130,https://www.goodreads.com/buy_buttons/15/follow?book_id=782095&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$42.46,Paul Revere's Ride,https://www.amazon.com/Paul-Reveres-Henry-Wadsworth-Longfellow/dp/0140556125/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0140556125&pd_rd_r=4H3WYY77HV1E01N6F5WF&pd_rd_w=Tarkq&pd_rd_wg=hItEe&psc=1&refRID=4H3WYY77HV1E01N6F5WF,Casey at the Bat: A Ballad of the Republic Sung in the Year 1888 (Caldecott…,https://www.amazon.com/Casey-Bat-Ballad-Republic-Caldecott/dp/1929766009/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1929766009&pd_rd_r=4H3WYY77HV1E01N6F5WF&pd_rd_w=Tarkq&pd_rd_wg=hItEe&psc=1&refRID=4H3WYY77HV1E01N6F5WF,Thirteen Moons on Turtle's Back: A Native American Year of Moons,https://www.amazon.com/Thirteen-Moons-Turtles-Back-American/dp/0698115848/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0698115848&pd_rd_r=4H3WYY77HV1E01N6F5WF&pd_rd_w=Tarkq&pd_rd_wg=hItEe&psc=1&refRID=4H3WYY77HV1E01N6F5WF,This Little Light of Mine,https://www.amazon.com/This-Little-Light-Public-Domain/dp/068983179X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=068983179X&pd_rd_r=4H3WYY77HV1E01N6F5WF&pd_rd_w=Tarkq&pd_rd_wg=hItEe&psc=1&refRID=4H3WYY77HV1E01N6F5WF,The Scarlet Stockings Spy (Tales of Young Americans),https://www.amazon.com/Scarlet-Stockings-Tales-Young-Americans/dp/1585362301/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1585362301&pd_rd_r=4H3WYY77HV1E01N6F5WF&pd_rd_w=Tarkq&pd_rd_wg=hItEe&psc=1&refRID=4H3WYY77HV1E01N6F5WF
Autumnal Tints,9781557094421,https://www.goodreads.com/buy_buttons/12/follow?book_id=703653&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$4.85,,,,,,,,,,
Carmilla,9782253087793,https://www.goodreads.com/buy_buttons/15/follow?book_id=1452319&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$7.00,,,,,,,,,,
"Value, Price and Profit",9781434463111,https://www.goodreads.com/buy_buttons/12/follow?book_id=7361019&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$9.99,The Communist Manifesto,https://www.amazon.com/Communist-Manifesto-Karl-Marx/dp/0717802418/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0717802418&pd_rd_r=RXH2H1EMYVJJ4462KTM2&pd_rd_w=1IeKX&pd_rd_wg=WBgQU&psc=1&refRID=RXH2H1EMYVJJ4462KTM2,Fascism: What It Is and How to Fight It,https://www.amazon.com/Fascism-What-Fight-Leon-Trotsky/dp/0873481062/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0873481062&pd_rd_r=RXH2H1EMYVJJ4462KTM2&pd_rd_w=1IeKX&pd_rd_wg=WBgQU&psc=1&refRID=RXH2H1EMYVJJ4462KTM2,"Wage-Labour and Capital and Value, Price, and Profit",https://www.amazon.com/Wage-Labour-Capital-Value-Price-Profit/dp/0717804704/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0717804704&pd_rd_r=RXH2H1EMYVJJ4462KTM2&pd_rd_w=1IeKX&pd_rd_wg=WBgQU&psc=1&refRID=RXH2H1EMYVJJ4462KTM2,Wage Labour and Capital,https://www.amazon.com/Wage-Labour-Capital-Karl-Marx/dp/1520337914/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1520337914&pd_rd_r=RXH2H1EMYVJJ4462KTM2&pd_rd_w=1IeKX&pd_rd_wg=WBgQU&psc=1&refRID=RXH2H1EMYVJJ4462KTM2,Imperialism the Highest Stage of Capitalism,https://www.amazon.com/Imperialism-Highest-Stage-Capitalism-Vladimir/dp/1614271909/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1614271909&pd_rd_r=RXH2H1EMYVJJ4462KTM2&pd_rd_w=1IeKX&pd_rd_wg=WBgQU&psc=1&refRID=RXH2H1EMYVJJ4462KTM2
First Love,-1,https://www.goodreads.com/buy_buttons/15/follow?book_id=18681475&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
"Miss Marjoribanks (Chronicles of Carlingford, #5)",9780140436303,https://www.goodreads.com/buy_buttons/12/follow?book_id=514761&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$19.66,Hester (Oxford World's Classics),https://www.amazon.com/Hester-Oxford-Classics-Margaret-Oliphant/dp/0199555494/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0199555494&pd_rd_r=R0CJTV1G7N4X8HY3ZGCM&pd_rd_w=m1WiC&pd_rd_wg=ENw7j&psc=1&refRID=R0CJTV1G7N4X8HY3ZGCM,Tess of the D'Urbervilles (Penguin Classics),https://www.amazon.com/DUrbervilles-Penguin-Classics-Thomas-Hardy/dp/0141439599/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0141439599&pd_rd_r=R0CJTV1G7N4X8HY3ZGCM&pd_rd_w=m1WiC&pd_rd_wg=ENw7j&psc=1&refRID=R0CJTV1G7N4X8HY3ZGCM,Lady Audley's Secret (Oxford World's Classics),https://www.amazon.com/Audleys-Secret-Oxford-Worlds-Classics/dp/019957703X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=019957703X&pd_rd_r=R0CJTV1G7N4X8HY3ZGCM&pd_rd_w=m1WiC&pd_rd_wg=ENw7j&psc=1&refRID=R0CJTV1G7N4X8HY3ZGCM,East Lynne (Oxford World's Classics),https://www.amazon.com/East-Lynne-Oxford-Worlds-Classics/dp/0199536031/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0199536031&pd_rd_r=R0CJTV1G7N4X8HY3ZGCM&pd_rd_w=m1WiC&pd_rd_wg=ENw7j&psc=1&refRID=R0CJTV1G7N4X8HY3ZGCM,Evelina (Oxford World's Classics),https://www.amazon.com/Evelina-Oxford-Worlds-Classics-Frances/dp/0199536937/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0199536937&pd_rd_r=R0CJTV1G7N4X8HY3ZGCM&pd_rd_w=m1WiC&pd_rd_wg=ENw7j&psc=1&refRID=R0CJTV1G7N4X8HY3ZGCM
Lady Macbeth De Mtsensk,9788484281764,https://www.goodreads.com/buy_buttons/15/follow?book_id=2102463&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
Framley Parsonage (Chronicles of Barsetshire #4),9781406954098,https://www.goodreads.com/buy_buttons/12/follow?book_id=267102&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$22.95,The Small House at Allington (Penguin Classics),https://www.amazon.com/Small-House-Allington-Penguin-Classics/dp/0140433252/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0140433252&pd_rd_r=K75JERVWT270VJ0K8ACF&pd_rd_w=IklzI&pd_rd_wg=SzU9h&psc=1&refRID=K75JERVWT270VJ0K8ACF,Doctor Thorne: The Chronicles of Barsetshire (Oxford World's Classics),https://www.amazon.com/Doctor-Thorne-Chronicles-Barsetshire-Classics/dp/0198785631/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0198785631&pd_rd_r=K75JERVWT270VJ0K8ACF&pd_rd_w=IklzI&pd_rd_wg=SzU9h&psc=1&refRID=K75JERVWT270VJ0K8ACF,The Last Chronicle of Barset (Penguin Classics),https://www.amazon.com/Last-Chronicle-Barset-Penguin-Classics/dp/0140437525/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0140437525&pd_rd_r=K75JERVWT270VJ0K8ACF&pd_rd_w=IklzI&pd_rd_wg=SzU9h&psc=1&refRID=K75JERVWT270VJ0K8ACF,The Warden (Penguin Classics),https://www.amazon.com/Warden-Penguin-Classics-Anthony-Trollope/dp/0140432140/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0140432140&pd_rd_r=K75JERVWT270VJ0K8ACF&pd_rd_w=IklzI&pd_rd_wg=SzU9h&psc=1&refRID=K75JERVWT270VJ0K8ACF,Barchester Towers (Oxford World's Classics),https://www.amazon.com/Barchester-Towers-Oxford-Worlds-Classics/dp/0199665869/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0199665869&pd_rd_r=K75JERVWT270VJ0K8ACF&pd_rd_w=IklzI&pd_rd_wg=SzU9h&psc=1&refRID=K75JERVWT270VJ0K8ACF
The Life of Charlotte BrontÃ«,9780192838056,https://www.goodreads.com/buy_buttons/12/follow?book_id=31171&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$1.00,Villette (Penguin Classics),https://www.amazon.com/Villette-Penguin-Classics-Charlotte-Bront%C3%AB/dp/0140434798/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0140434798&pd_rd_r=ERF53D0PQH2QVQTQNBRJ&pd_rd_w=E9IfL&pd_rd_wg=0tSAm&psc=1&refRID=ERF53D0PQH2QVQTQNBRJ,Tenant of Wildfell Hall (Wordsworth Classics),https://www.amazon.com/Tenant-Wildfell-Hall-Wordsworth-Classics/dp/1853264881/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1853264881&pd_rd_r=ERF53D0PQH2QVQTQNBRJ&pd_rd_w=E9IfL&pd_rd_wg=0tSAm&psc=1&refRID=ERF53D0PQH2QVQTQNBRJ,Shirley (Wordsworth Classics),https://www.amazon.com/Shirley-Wordsworth-Classics-Charlotte-Bronte/dp/1853260649/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1853260649&pd_rd_r=ERF53D0PQH2QVQTQNBRJ&pd_rd_w=E9IfL&pd_rd_wg=0tSAm&psc=1&refRID=ERF53D0PQH2QVQTQNBRJ,Professor (Wordsworth Classics),https://www.amazon.com/Professor-Wordsworth-Classics-Charlotte-Bronte/dp/1853262080/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1853262080&pd_rd_r=ERF53D0PQH2QVQTQNBRJ&pd_rd_w=E9IfL&pd_rd_wg=0tSAm&psc=1&refRID=ERF53D0PQH2QVQTQNBRJ,The Brontes: Wild Genius on the Moors: The Story of a Literary Family,https://www.amazon.com/Brontes-Genius-Moors-Literary-Family/dp/1605984590/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1605984590&pd_rd_r=ERF53D0PQH2QVQTQNBRJ&pd_rd_w=E9IfL&pd_rd_wg=0tSAm&psc=1&refRID=ERF53D0PQH2QVQTQNBRJ
"In Search of the Castaways; or the Children of Captain Grant (Extraordinary Voyages, #5)",9781406923117,https://www.goodreads.com/buy_buttons/12/follow?book_id=267071&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$22.95,The Mysterious Island (Wordsworth Classics),https://www.amazon.com/Mysterious-Island-Wordsworth-Classics/dp/1840226242/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1840226242&pd_rd_r=FK78VTHWDNE20S64N756&pd_rd_w=o27Kb&pd_rd_wg=xxWkZ&psc=1&refRID=FK78VTHWDNE20S64N756,"20,000 Leagues Under the Sea (Wordsworth Classics)",https://www.amazon.com/000-Leagues-Under-Wordsworth-Classics/dp/1853260312/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1853260312&pd_rd_r=FK78VTHWDNE20S64N756&pd_rd_w=o27Kb&pd_rd_wg=xxWkZ&psc=1&refRID=FK78VTHWDNE20S64N756,Journey to the Center of the Earth (Dover Thrift Editions),https://www.amazon.com/Journey-Center-Earth-Thrift-Editions/dp/0486440885/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0486440885&pd_rd_r=FK78VTHWDNE20S64N756&pd_rd_w=o27Kb&pd_rd_wg=xxWkZ&psc=1&refRID=FK78VTHWDNE20S64N756,Jules Verne: Seven Novels (Leatherbound Classics) (Leatherbound Classic…,https://www.amazon.com/Jules-Verne-Leatherbound-Classics-Collection/dp/143512295X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=143512295X&pd_rd_r=FK78VTHWDNE20S64N756&pd_rd_w=o27Kb&pd_rd_wg=xxWkZ&psc=1&refRID=FK78VTHWDNE20S64N756,From the Earth to the Moon (Bantam Classics),https://www.amazon.com/Earth-Moon-Bantam-Classics/dp/0553214209/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0553214209&pd_rd_r=FK78VTHWDNE20S64N756&pd_rd_w=o27Kb&pd_rd_wg=xxWkZ&psc=1&refRID=FK78VTHWDNE20S64N756
The Toilers of the Sea,9780375761324,https://www.goodreads.com/buy_buttons/12/follow?book_id=146943&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$13.60,The Last Day of a Condemned Man,https://www.amazon.com/Last-Day-Condemned-Man/dp/0486469980/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0486469980&pd_rd_r=TF25B18GFHC8FF1Q6V5P&pd_rd_w=JEXGp&pd_rd_wg=UB8JP&psc=1&refRID=TF25B18GFHC8FF1Q6V5P,The Man Who Laughs,https://www.amazon.com/Man-Who-Laughs-Victor-Hugo/dp/1515147002/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1515147002&pd_rd_r=TF25B18GFHC8FF1Q6V5P&pd_rd_w=JEXGp&pd_rd_wg=UB8JP&psc=1&refRID=TF25B18GFHC8FF1Q6V5P,Notre-Dame de Paris (Oxford World's Classics),https://www.amazon.com/Notre-Dame-Paris-Oxford-Worlds-Classics/dp/019955580X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=019955580X&pd_rd_r=TF25B18GFHC8FF1Q6V5P&pd_rd_w=JEXGp&pd_rd_wg=UB8JP&psc=1&refRID=TF25B18GFHC8FF1Q6V5P,The Man Who Laughs,https://www.amazon.com/Man-Who-Laughs-Victor-Hugo/dp/1466269073/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1466269073&pd_rd_r=TF25B18GFHC8FF1Q6V5P&pd_rd_w=JEXGp&pd_rd_wg=UB8JP&psc=1&refRID=TF25B18GFHC8FF1Q6V5P,Notre-Dame of Paris (The Hunchback of Notre Dame),https://www.amazon.com/Notre-Dame-Paris-Hunchback-Notre-Dame/dp/0140443533/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0140443533&pd_rd_r=TF25B18GFHC8FF1Q6V5P&pd_rd_w=JEXGp&pd_rd_wg=UB8JP&psc=1&refRID=TF25B18GFHC8FF1Q6V5P
Mrs Beeton's Book of Household Management,9780192833457,https://www.goodreads.com/buy_buttons/12/follow?book_id=832761&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$20.95,How to Be a Victorian: A Dawn-to-Dusk Guide to Victorian Life,https://www.amazon.com/How-Be-Victorian-Dawn-Dusk/dp/163149113X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=163149113X&pd_rd_r=W9H226TYX98KDFHCGHAG&pd_rd_w=cewKn&pd_rd_wg=6hBzb&psc=1&refRID=W9H226TYX98KDFHCGHAG,The Butler's Guide to Running the Home and Other Graces,https://www.amazon.com/Butlers-Guide-Running-Other-Graces/dp/0385344708/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0385344708&pd_rd_r=W9H226TYX98KDFHCGHAG&pd_rd_w=cewKn&pd_rd_wg=6hBzb&psc=1&refRID=W9H226TYX98KDFHCGHAG,Martha Stewart's Homekeeping Handbook: The Essential Guide to…,https://www.amazon.com/Martha-Stewarts-Homekeeping-Handbook-Everything/dp/0517577003/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0517577003&pd_rd_r=W9H226TYX98KDFHCGHAG&pd_rd_w=cewKn&pd_rd_wg=6hBzb&psc=1&refRID=W9H226TYX98KDFHCGHAG,Roberts' Guide for Butlers & Household Staff,https://www.amazon.com/Roberts-Guide-Butlers-Household-Staff/dp/155709120X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=155709120X&pd_rd_r=W9H226TYX98KDFHCGHAG&pd_rd_w=cewKn&pd_rd_wg=6hBzb&psc=1&refRID=W9H226TYX98KDFHCGHAG,Inside the Victorian Home: A Portrait of Domestic Life in Victorian England,https://www.amazon.com/Inside-Victorian-Home-Portrait-Domestic/dp/0393327639/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0393327639&pd_rd_r=W9H226TYX98KDFHCGHAG&pd_rd_w=cewKn&pd_rd_wg=6hBzb&psc=1&refRID=W9H226TYX98KDFHCGHAG
Armadale,9780140434118,https://www.goodreads.com/buy_buttons/12/follow?book_id=777108&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$14.78,No Name (Penguin Classics),https://www.amazon.com/Name-Penguin-Classics-Wilkie-Collins/dp/014043397X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=014043397X&pd_rd_r=7K3XJPH1C6537DVCY7AZ&pd_rd_w=cFs1V&pd_rd_wg=zrs6c&psc=1&refRID=7K3XJPH1C6537DVCY7AZ,The Law and the Lady (Penguin Classics),https://www.amazon.com/Law-Lady-Penguin-Classics/dp/0140436073/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0140436073&pd_rd_r=7K3XJPH1C6537DVCY7AZ&pd_rd_w=cFs1V&pd_rd_wg=zrs6c&psc=1&refRID=7K3XJPH1C6537DVCY7AZ,The Moonstone (Penguin Classics),https://www.amazon.com/Moonstone-Penguin-Classics-Wilkie-Collins/dp/0140434089/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0140434089&pd_rd_r=7K3XJPH1C6537DVCY7AZ&pd_rd_w=cFs1V&pd_rd_wg=zrs6c&psc=1&refRID=7K3XJPH1C6537DVCY7AZ,The Woman in White (Penguin Classics),https://www.amazon.com/Woman-White-Penguin-Classics/dp/0141439610/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0141439610&pd_rd_r=7K3XJPH1C6537DVCY7AZ&pd_rd_w=cFs1V&pd_rd_wg=zrs6c&psc=1&refRID=7K3XJPH1C6537DVCY7AZ,Jezebel's Daughter (Oxford World's Classics),https://www.amazon.com/Jezebels-Daughter-Oxford-Worlds-Classics/dp/019870321X/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=019870321X&pd_rd_r=7K3XJPH1C6537DVCY7AZ&pd_rd_w=cFs1V&pd_rd_wg=zrs6c&psc=1&refRID=7K3XJPH1C6537DVCY7AZ
The Celebrated Jumping Frog of Calaveras County,9780318518893,https://www.goodreads.com/buy_buttons/12/follow?book_id=3284885&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$1.71,"Good-Bye, Mr. Chips: And Other Stories (The World's Best Reading)",https://www.amazon.com/Good-Bye-Mr-Chips-Stories-Reading/dp/0895776308/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0895776308&pd_rd_r=4VNPDMEH9XT43JD75GWF&pd_rd_w=QY55l&pd_rd_wg=hL2Y0&psc=1&refRID=4VNPDMEH9XT43JD75GWF,The Legend of Sleepy Hollow and Other Tales by Washington Irving a…,https://www.amazon.com/Legend-Washington-Readers-Reading-hardback/dp/B003HFDS4U/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=B003HFDS4U&pd_rd_r=4VNPDMEH9XT43JD75GWF&pd_rd_w=QY55l&pd_rd_wg=hL2Y0&psc=1&refRID=4VNPDMEH9XT43JD75GWF,The Gift of the Magi and Other Stories (The World's Best Reading),https://www.amazon.com/Gift-Other-Stories-Worlds-Reading/dp/0895772663/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0895772663&pd_rd_r=4VNPDMEH9XT43JD75GWF&pd_rd_w=QY55l&pd_rd_wg=hL2Y0&psc=1&refRID=4VNPDMEH9XT43JD75GWF,Life on the Mississippi,https://www.amazon.com/Life-Mississippi-Twain/dp/1613827024/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1613827024&pd_rd_r=4VNPDMEH9XT43JD75GWF&pd_rd_w=QY55l&pd_rd_wg=hL2Y0&psc=1&refRID=4VNPDMEH9XT43JD75GWF,The Three Musketeers (Classics Illustrated),https://www.amazon.com/Three-Musketeers-Classics-Illustrated/dp/1910619825/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1910619825&pd_rd_r=4VNPDMEH9XT43JD75GWF&pd_rd_w=QY55l&pd_rd_wg=hL2Y0&psc=1&refRID=4VNPDMEH9XT43JD75GWF
The Subjection of Women,9781594625329,https://www.goodreads.com/buy_buttons/12/follow?book_id=677591&ref=x_gr_e_nl_newreleases_sout_bb&tag=x_gr_e_nl_newreleases_sout_bb-20,$5.37,A Vindication of the Rights of Woman (Dover Thrift Editions),https://www.amazon.com/Vindication-Rights-Woman-Thrift-Editions/dp/0486290360/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0486290360&pd_rd_r=PH0X8QFZTA94A2MS9CQ5&pd_rd_w=lrjVn&pd_rd_wg=p7Rp3&psc=1&refRID=PH0X8QFZTA94A2MS9CQ5,On Liberty (HPC Classics Series),https://www.amazon.com/Liberty-Classics-John-Stuart-Mill/dp/0915144433/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0915144433&pd_rd_r=PH0X8QFZTA94A2MS9CQ5&pd_rd_w=lrjVn&pd_rd_wg=p7Rp3&psc=1&refRID=PH0X8QFZTA94A2MS9CQ5,On Liberty (Dover Thrift Editions),https://www.amazon.com/Liberty-Dover-Thrift-Editions/dp/0486421309/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0486421309&pd_rd_r=PH0X8QFZTA94A2MS9CQ5&pd_rd_w=lrjVn&pd_rd_wg=p7Rp3&psc=1&refRID=PH0X8QFZTA94A2MS9CQ5,Marx: Selected Writings (Hackett Classics),https://www.amazon.com/Marx-Selected-Writings-Hackett-Classics/dp/0872202186/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0872202186&pd_rd_r=PH0X8QFZTA94A2MS9CQ5&pd_rd_w=lrjVn&pd_rd_wg=p7Rp3&psc=1&refRID=PH0X8QFZTA94A2MS9CQ5,Second Treatise of Government (Hackett Classics),https://www.amazon.com/Second-Treatise-Government-Hackett-Classics/dp/0915144867/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0915144867&pd_rd_r=PH0X8QFZTA94A2MS9CQ5&pd_rd_w=lrjVn&pd_rd_wg=p7Rp3&psc=1&refRID=PH0X8QFZTA94A2MS9CQ5
Legends of Charlemagne,9781595408051,https://www.goodreads.com/buy_buttons/15/follow?book_id=7163845&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$17.95,The Age of Chivalry: The Illustrated Bulfinch's Mythology,https://www.amazon.com/Age-Chivalry-Illustrated-Bulfinchs-Mythology/dp/002861478X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=002861478X&pd_rd_r=FQC88FZ0VJ3B5FFC91PX&pd_rd_w=4wvq4&pd_rd_wg=08EeJ&psc=1&refRID=FQC88FZ0VJ3B5FFC91PX,Albert Einstein and the Theory of Relativity (Solutions Series),https://www.amazon.com/Albert-Einstein-Theory-Relativity-Solutions/dp/0812039211/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0812039211&pd_rd_r=FQC88FZ0VJ3B5FFC91PX&pd_rd_w=4wvq4&pd_rd_wg=08EeJ&psc=1&refRID=FQC88FZ0VJ3B5FFC91PX,The Story of David Livingstone (Yesterday's Classics) (The Children's…,https://www.amazon.com/Livingstone-Yesterdays-Classics-Childrens-Heroes/dp/1599152177/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1599152177&pd_rd_r=FQC88FZ0VJ3B5FFC91PX&pd_rd_w=4wvq4&pd_rd_wg=08EeJ&psc=1&refRID=FQC88FZ0VJ3B5FFC91PX,,,,
Paris in the Twentieth Century,9780679444343,https://www.goodreads.com/buy_buttons/15/follow?book_id=2426004&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$13.45,In The Year 2889,https://www.amazon.com/Year-2889-Jules-Verne/dp/1603864695/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1603864695&pd_rd_r=BBPHVXFXT8M8CT1SB33E&pd_rd_w=2VhFO&pd_rd_wg=VOa9F&psc=1&refRID=BBPHVXFXT8M8CT1SB33E,The Mysterious Island (Wordsworth Classics),https://www.amazon.com/Mysterious-Island-Wordsworth-Classics/dp/1840226242/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1840226242&pd_rd_r=BBPHVXFXT8M8CT1SB33E&pd_rd_w=2VhFO&pd_rd_wg=VOa9F&psc=1&refRID=BBPHVXFXT8M8CT1SB33E,From the Earth to the Moon (Bantam Classics),https://www.amazon.com/Earth-Moon-Bantam-Classics/dp/0553214209/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0553214209&pd_rd_r=BBPHVXFXT8M8CT1SB33E&pd_rd_w=2VhFO&pd_rd_wg=VOa9F&psc=1&refRID=BBPHVXFXT8M8CT1SB33E,Paris: The Biography of a City,https://www.amazon.com/Paris-Biography-City-Colin-Jones/dp/0143036718/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0143036718&pd_rd_r=BBPHVXFXT8M8CT1SB33E&pd_rd_w=2VhFO&pd_rd_wg=VOa9F&psc=1&refRID=BBPHVXFXT8M8CT1SB33E,,
Poems and Ballads,9781417910144,https://www.goodreads.com/buy_buttons/12/follow?book_id=8125962&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$24.95,,,,,,,,,,
"Ragged Dick: Or, Street Life in New York with the Boot Blacks",9780451529831,https://www.goodreads.com/buy_buttons/15/follow?book_id=918352&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$4.16,New York: An Illustrated History,https://www.amazon.com/New-York-Illustrated-Ric-Burns/dp/0375710329/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0375710329&pd_rd_r=E0EWG00E70571365RFZB&pd_rd_w=QXQ7E&pd_rd_wg=06Lau&psc=1&refRID=E0EWG00E70571365RFZB,Dreaming of Sheep in Navajo Country (Weyerhaeuser…,https://www.amazon.com/Dreaming-Navajo-Country-Weyerhaeuser-Environmental/dp/0295991410/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0295991410&pd_rd_r=E0EWG00E70571365RFZB&pd_rd_w=QXQ7E&pd_rd_wg=06Lau&psc=1&refRID=E0EWG00E70571365RFZB,"Mexican Chicago: Race, identity and Nation, 1916-39 (Statue of…",https://www.amazon.com/Mexican-Chicago-identity-1916-39-Liberty/dp/0252074971/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0252074971&pd_rd_r=E0EWG00E70571365RFZB&pd_rd_w=QXQ7E&pd_rd_wg=06Lau&psc=1&refRID=E0EWG00E70571365RFZB,Monkey: Folk Novel of China,https://www.amazon.com/Monkey-Novel-China-Wu-Ch%C3%AAng-%C3%AAn/dp/0802130860/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0802130860&pd_rd_r=E0EWG00E70571365RFZB&pd_rd_w=QXQ7E&pd_rd_wg=06Lau&psc=1&refRID=E0EWG00E70571365RFZB,Kappa (Peter Owen Modern Classic),https://www.amazon.com/Kappa-Peter-Owen-Modern-Classic/dp/072061337X/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=072061337X&pd_rd_r=E0EWG00E70571365RFZB&pd_rd_w=QXQ7E&pd_rd_wg=06Lau&psc=1&refRID=E0EWG00E70571365RFZB
