Book Title,ISBN,Book Image,Google Play,Google Play URL,Barnes and Noble,Barnes and Noble URL,Indie Bound,Indie Bound URL,,,,,,,,
The Hemingses of Monticello: An American Family,9780393064773,https://dj6cnfthgyqas.cloudfront.net/0393064778-original.jpg,$14.10,https://play.google.com/store/books/details/Annette_Gordon_Reed_The_Hemingses_of_Monticello_An?id=UTHpbJC_pFkC,,,$35.00,http://www.indiebound.org/book/9780393064773?aff=rifflebooks,,,,,,,,
Gulag,9780767900560,https://dj6cnfthgyqas.cloudfront.net/0767900561-original.jpg,$16.99,https://play.google.com/store/books/details/Anne_Applebaum_Gulag?id=fCurJRhH-GgC,$26.33,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780767900560,$35.00,http://www.indiebound.org/book/9780767900560?aff=rifflebooks,,,,,,,,
"Fullmetal Alchemist, Vol. 6 (Fullmetal Alchemist, #6)",9781421503196,https://dj6cnfthgyqas.cloudfront.net/1421503190-original.jpg,$8.99,https://play.google.com/store/books/details/Hiromu_Arakawa_Fullmetal_Alchemist?id=-a48AwAAQBAJ,$9.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781421503196,$9.99,http://www.indiebound.org/book/9781421503196?aff=rifflebooks,,,,,,,,
"Confessions of a Jane Austen Addict (Jane Austen Addict, #1)",9780525950400,https://dj6cnfthgyqas.cloudfront.net/B000W4RFFC-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Laurie_Viera_Rigler_Rude_Awakenings_of_a_Jane_Aust?id=AQAAAICcnxsflM,$22.83,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780525950400,$24.95,http://www.indiebound.org/book/9780525950400?aff=rifflebooks,,,,,,,,
"Der Weg nach Camelot (Gwydion, #1)",9783473344796,https://dj6cnfthgyqas.cloudfront.net/3473344796-original.jpg,,,,,,,,,,,,,,
When Affirmative Action Was White: An Untold History of Racial Inequality in Twentieth-Century America,9780393328516,https://dj6cnfthgyqas.cloudfront.net/0393328511-original.jpg,$13.77,https://play.google.com/store/books/details/Ira_Katznelson_When_Affirmative_Action_Was_White_A?id=Lw5xzMyzE5AC,,,$16.95,http://www.indiebound.org/book/9780393328516?aff=rifflebooks,,,,,,,,
Each Little Bird that Sings,9780152056575,https://dj6cnfthgyqas.cloudfront.net/0152056572-original.jpg,$7.55,https://play.google.com/store/books/details/Deborah_Wiles_Each_Little_Bird_That_Sings?id=ixtxCwAAQBAJ,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780152056575,$7.99,http://www.indiebound.org/book/9780152056575?aff=rifflebooks,,,,,,,,
"Dissolution (Matthew Shardlake, #1)","
                  0142004308",https://dj6cnfthgyqas.cloudfront.net/0142004308-original.jpg,$7.95,https://play.google.com/store/audiobooks/details/CJ_Sansom_Shardlake_Dissolution?id=AQAAAADl1yrX3M,$14.01,"http://www.barnesandnoble.com/s/?store=allproducts&keyword=
                  0142004308",,,,,,,,,,
The Best Hand I Ever Played: 52 Winning Poker Lessons from the World's Greatest Players,9781933060033,https://dj6cnfthgyqas.cloudfront.net/1933060034-original.jpg,$96.01,https://play.google.com/store/books/details/Peter_Zhang_The_Art_Of_Winning_Poker_Tournaments?id=gb-MCwAAQBAJ,$14.64,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781933060033,,,,,,,,,,
"Legacy (Private, #6)",9781416950424,https://dj6cnfthgyqas.cloudfront.net/1416950427-original.jpg,,,$8.13,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781416950424,$9.99,http://www.indiebound.org/book/9781416950424?aff=rifflebooks,,,,,,,,
Men of Valor: The Powerful Impact of a Righteous Man,9781590387115,https://dj6cnfthgyqas.cloudfront.net/1590387112-original.jpg,,,$17.13,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781590387115,,,,,,,,,,
"Judy Moody Predicts the Future (Judy Moody, #4)",9780763623432,https://dj6cnfthgyqas.cloudfront.net/0763623431-original.jpg,$5.93,https://play.google.com/store/books/details/Megan_McDonald_Judy_Moody_Predicts_the_Future_Book?id=2KtIAgAAQBAJ,$5.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780763623432,$5.99,http://www.indiebound.org/book/9780763623432?aff=rifflebooks,,,,,,,,
"The Unusual Suspects (The Sisters Grimm, #2)",9780810959262,https://dj6cnfthgyqas.cloudfront.net/B004WOGYZ0-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Michael_Buckley_The_Unusual_Suspects?id=AQAAAIAqtik2EM,$10.48,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780810959262,$16.95,http://www.indiebound.org/book/9780810959262?aff=rifflebooks,,,,,,,,
Mortified,9781416928072,https://dj6cnfthgyqas.cloudfront.net/1416928073-original.jpg,$19.99,https://play.google.com/store/books/details/David_Nadelberg_Mortified?id=ypQVtvRHPLwC,$22.61,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781416928072,$24.99,http://www.indiebound.org/book/9781416928072?aff=rifflebooks,,,,,,,,
"Rest In Peace (The Unseen, #2)",9780142404645,https://dj6cnfthgyqas.cloudfront.net/0142404640-original.jpg,,,$8.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780142404645,$8.99,http://www.indiebound.org/book/9780142404645?aff=rifflebooks,,,,,,,,
"Sorceress (Witch Child, #2)",9780747555681,https://dj6cnfthgyqas.cloudfront.net/0747555680-original.jpg,$4.99,https://play.google.com/store/books/details/Colleen_Cross_Witch_You_Well_A_Westwick_Witches_Co?id=8WXkDAAAQBAJ,$12.80,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780747555681,,,,,,,,,,
"If You're Reading This, It's Too Late (Secret, #2)",9780316113670,https://dj6cnfthgyqas.cloudfront.net/B001FA0PBS-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Pseudonymous_Bosch_If_You_re_Reading_This_It_s_Too?id=AQAAAADdIQwhwM,$11.30,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780316113670,$16.99,http://www.indiebound.org/book/9780316113670?aff=rifflebooks,,,,,,,,
Can't Get There from Here,9780689841699,https://dj6cnfthgyqas.cloudfront.net/0689841698-original.jpg,$8.99,https://play.google.com/store/books/details/Todd_Strasser_Can_t_Get_There_from_Here?id=IG18Q0LviIQC,$13.87,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780689841699,$17.99,http://www.indiebound.org/book/9780689841699?aff=rifflebooks,,,,,,,,
"The Siege (Forgotten Realms: Return of the Archwizards, #2)",9780786919055,https://dj6cnfthgyqas.cloudfront.net/0786919051-original.jpg,$7.55,https://play.google.com/store/books/details/Troy_Denning_The_Summoning?id=7NJIhOZfMOgC,$6.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780786919055,,,,,,,,,,
"The Clique (The Clique, #1)",9780689872990,https://dj6cnfthgyqas.cloudfront.net/0689872992-original.jpg,,,,,$12.15,http://www.indiebound.org/book/9780689872990?aff=rifflebooks,,,,,,,,
Belly Laughs: The Naked Truth About Pregnancy and Childbirth,9780738210070,https://dj6cnfthgyqas.cloudfront.net/0738210072-original.jpg,$12.99,https://play.google.com/store/books/details/Jenny_McCarthy_Belly_Laughs_10th_anniversary_editi?id=Z6hkAgAAQBAJ,$13.12,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780738210070,$13.99,http://www.indiebound.org/book/9780738210070?aff=rifflebooks,,,,,,,,
A Conspiracy Revealed,9780689866081,https://dj6cnfthgyqas.cloudfront.net/0689866089-original.jpg,$7.37,https://play.google.com/store/books/details/Greg_Norton_Illuminati_The_Conspiracy_Revealed?id=cHQmCAAAQBAJ,$5.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780689866081,,,,,,,,,,
"The Diversion (Animorphs, #49)",9780439115230,https://dj6cnfthgyqas.cloudfront.net/043911523X-original.jpg,,,$4.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780439115230,,,,,,,,,,
Ruthless Trust: The Ragamuffin's Path to God,9780062517760,https://dj6cnfthgyqas.cloudfront.net/0062517767-original.jpg,$11.99,https://play.google.com/store/books/details/Brennan_Manning_Ruthless_Trust?id=dBE_1QqpKFUC,$9.59,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780062517760,$14.99,http://www.indiebound.org/book/9780062517760?aff=rifflebooks,,,,,,,,
"An Incomplete Revenge (Maisie Dobbs, #5)",9780312428181,https://dj6cnfthgyqas.cloudfront.net/0312428189-original.jpg,$24.95,https://play.google.com/store/audiobooks/details/Jacqueline_Winspear_An_Incomplete_Revenge?id=AQAAAACX9F302M,$12.62,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780312428181,$16.00,http://www.indiebound.org/book/9780312428181?aff=rifflebooks,,,,,,,,
"Hidden Truth (Truth, #2)",9780441010035,https://dj6cnfthgyqas.cloudfront.net/0441010032-original.jpg,,,$7.29,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780441010035,$7.99,http://www.indiebound.org/book/9780441010035?aff=rifflebooks,,,,,,,,
The Difficulties of Modernism,9780415940696,https://dj6cnfthgyqas.cloudfront.net/0415940699-original.jpg,$37.69,https://play.google.com/store/books/details/Leonard_Diepeveen_The_Difficulties_of_Modernism?id=_VKMAQAAQBAJ,$41.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780415940696,$35.95,http://www.indiebound.org/book/9780415940696?aff=rifflebooks,,,,,,,,
Socrates Meets Kant: The Father of Philosophy Meets His Most Influential Modern Child,9781586173487,https://dj6cnfthgyqas.cloudfront.net/B002Q1YDAE-original.jpg,,,$15.95,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781586173487,$15.95,http://www.indiebound.org/book/9781586173487?aff=rifflebooks,,,,,,,,
206 Bones (Temperance Brennan #12),9780743582476,,,,,,,,,,,,,,,
Doctor Who: The Genocide Machine,9781844350698,,,,,,,,,,,,,,,
"Street Magic (Black London, #1)",9780312943615,https://dj6cnfthgyqas.cloudfront.net/031294361X-original.jpg,$8.99,https://play.google.com/store/books/details/Caitlin_Kittredge_Street_Magic?id=9DHV_zPozAoC,$6.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780312943615,$6.99,http://www.indiebound.org/book/9780312943615?aff=rifflebooks,,,,,,,,
Thief of Souls,9780440236290,https://dj6cnfthgyqas.cloudfront.net/0440236290-original.jpg,$9.99,https://play.google.com/store/books/details/Neal_Shusterman_Thief_of_Souls?id=yG1hJhN60wYC,$6.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780440236290,$6.99,http://www.indiebound.org/book/9780440236290?aff=rifflebooks,,,,,,,,
Cats of the Clans  (Warriors: Field Guide #2),9780061458569,https://dj6cnfthgyqas.cloudfront.net/0061458562-original.jpg,$11.99,https://play.google.com/store/books/details/Erin_Hunter_Warriors_The_Ultimate_Guide?id=0lrARodD6csC,$12.06,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780061458569,$16.99,http://www.indiebound.org/book/9780061458569?aff=rifflebooks,,,,,,,,
That Old Ace in the Hole,9780007151523,https://dj6cnfthgyqas.cloudfront.net/0007151527-original.jpg,$16.99,https://play.google.com/store/books/details/Annie_Proulx_That_Old_Ace_in_the_Hole?id=ePfRFX_Jr4MC,,,,,,,,,,,,
The Long Walk Home,9780307383020,https://dj6cnfthgyqas.cloudfront.net/0307383024-original.jpg,$9.99,https://play.google.com/store/books/details/Val_Wood_The_Long_Walk_Home?id=VojyFiyzBrIC,$22.08,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780307383020,$24.00,http://www.indiebound.org/book/9780307383020?aff=rifflebooks,,,,,,,,
"A Thousand Tomorrows (Cody Gunner, #1)",9780446529679,https://dj6cnfthgyqas.cloudfront.net/1931722625-original.jpg,$9.99,https://play.google.com/store/books/details/Karen_Kingsbury_A_Thousand_Tomorrows?id=SyS5X-vx-VEC,$17.61,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780446529679,,,,,,,,,,
"Civil War: Peter Parker, Spider-Man",9780785121893,https://dj6cnfthgyqas.cloudfront.net/0785121897-original.jpg,$9.54,https://play.google.com/store/books/details/J_Michael_Straczynski_Spider_Man?id=PLdjCAAAQBAJ,$12.25,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780785121893,$17.99,http://www.indiebound.org/book/9780785121893?aff=rifflebooks,,,,,,,,
"Fullmetal Alchemist, Vol. 7 (Fullmetal Alchemist, #7)",9781421504582,https://dj6cnfthgyqas.cloudfront.net/1421504588-original.jpg,$8.99,https://play.google.com/store/books/details/Hiromu_Arakawa_Fullmetal_Alchemist?id=Q688AwAAQBAJ,$9.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781421504582,$9.99,http://www.indiebound.org/book/9781421504582?aff=rifflebooks,,,,,,,,
"Mrs. Jeffries in the Nick of Time (Mrs. Jeffries, #25)",9780425226780,https://dj6cnfthgyqas.cloudfront.net/0425226786-original.jpg,$8.99,https://play.google.com/store/books/details/Emily_Brightwell_Mrs_Jeffries_in_the_Nick_of_Time?id=DTI7GUpJ7yUC,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780425226780,$7.99,http://www.indiebound.org/book/9780425226780?aff=rifflebooks,,,,,,,,
"The Inferior (The Bone World Trilogy, #1)",9780385751452,https://dj6cnfthgyqas.cloudfront.net/0385751451-original.jpg,,,$11.10,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780385751452,$16.99,http://www.indiebound.org/book/9780385751452?aff=rifflebooks,,,,,,,,
The Secret-Keeper,9780689839634,https://dj6cnfthgyqas.cloudfront.net/0689839634-original.jpg,$12.99,https://play.google.com/store/books/details/Kate_Morton_The_Secret_Keeper?id=_NY7KzxbBMgC,$17.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780689839634,$17.99,http://www.indiebound.org/book/9780689839634?aff=rifflebooks,,,,,,,,
Bobos in Paradise: The New Upper Class and How They Got There,-1,,$16.99,https://play.google.com/store/books/details/David_Brooks_Bobos_in_Paradise?id=JPPpcoLyPwIC,,,,,,,,,,,,
"The Odds: One Season, Three Gamblers And The Death Of Their Las Vegas",9780306811562,https://dj6cnfthgyqas.cloudfront.net/0306811561-original.jpg,$13.99,https://play.google.com/store/books/details/Chad_Millman_The_Odds?id=eWva977rHhoC,$11.43,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780306811562,$16.00,http://www.indiebound.org/book/9780306811562?aff=rifflebooks,,,,,,,,
Ghost Hunting: True Stories of Unexplained Phenomena from The Atlantic Paranormal Society,9781416541134,https://dj6cnfthgyqas.cloudfront.net/1416541136-original.jpg,$16.99,https://play.google.com/store/books/details/Jason_Hawes_Ghost_Hunting?id=mejZ0r-YoakC,$14.24,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781416541134,$15.00,http://www.indiebound.org/book/9781416541134?aff=rifflebooks,,,,,,,,
"Lord of Ice (Knight Miscellany, #3)",9780345490674,https://dj6cnfthgyqas.cloudfront.net/0345490673-original.jpg,$8.99,https://play.google.com/store/books/details/Gaelen_Foley_Lord_of_Ice?id=Eb4WR6gVEr8C,$4.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780345490674,$4.99,http://www.indiebound.org/book/9780345490674?aff=rifflebooks,,,,,,,,
"Ambition (Private, #7)",9781416958826,https://dj6cnfthgyqas.cloudfront.net/1416958827-original.jpg,,,$10.77,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781416958826,$12.99,http://www.indiebound.org/book/9781416958826?aff=rifflebooks,,,,,,,,
Marc Ellis - Crossing the Line,9781869710743,https://dj6cnfthgyqas.cloudfront.net/1869710746-original.jpg,,,$0.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781869710743,,,,,,,,,,
Population: 485 : Meeting Your Neighbors One Siren at a Time,9780060958077,https://dj6cnfthgyqas.cloudfront.net/0060958073-original.jpg,,,$18.75,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780060958077,$13.95,http://www.indiebound.org/book/9780060958077?aff=rifflebooks,,,,,,,,
Blaze of Memory (Psy-Changeling #7),9780425231111,https://dj6cnfthgyqas.cloudfront.net/0425231119-original.jpg,$8.99,https://play.google.com/store/books/details/Nalini_Singh_Visions_of_Heat?id=IiE53eMtfOwC,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780425231111,$7.99,http://www.indiebound.org/book/9780425231111?aff=rifflebooks,,,,,,,,
"The Problem Child (The Sisters Grimm, #3)",9780810949140,https://dj6cnfthgyqas.cloudfront.net/0810949148-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Michael_Buckley_The_Problem_Child?id=AQAAAIDaXSjd4M,$11.47,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780810949140,$16.95,http://www.indiebound.org/book/9780810949140?aff=rifflebooks,,,,,,,,
Animals Make Us Human: Creating the Best Life for Animals,9780151014897,https://dj6cnfthgyqas.cloudfront.net/0151014892-original.jpg,$10.99,https://play.google.com/store/books/details/Temple_Grandin_Animals_Make_Us_Human?id=7ROWAAAAQBAJ,$26.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780151014897,$26.00,http://www.indiebound.org/book/9780151014897?aff=rifflebooks,,,,,,,,
Mortified 2: Love is a Battlefield,9781416954798,https://dj6cnfthgyqas.cloudfront.net/1416954791-original.jpg,,,$19.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781416954798,$19.99,http://www.indiebound.org/book/9781416954798?aff=rifflebooks,,,,,,,,
"It Begins (The Unseen, #1)",9780142404638,https://dj6cnfthgyqas.cloudfront.net/0142404632-original.jpg,,,$8.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780142404638,$8.99,http://www.indiebound.org/book/9780142404638?aff=rifflebooks,,,,,,,,
Secret Scribbled Notebooks,9781741144062,https://dj6cnfthgyqas.cloudfront.net/174114406X-original.jpg,$9.42,https://play.google.com/store/books/details/Joanne_Horniman_Secret_Scribbled_Notebooks?id=jLwoWS2RLSAC,$10.62,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781741144062,$13.95,http://www.indiebound.org/book/9781741144062?aff=rifflebooks,,,,,,,,
"Halt's Peril (Ranger's Apprentice, #9)",9781741663020,https://dj6cnfthgyqas.cloudfront.net/1741663024-original.jpg,$9.99,https://play.google.com/store/books/details/John_Flanagan_The_Royal_Ranger?id=HZK5D_vsSAgC,,,,,,,,,,,,
"The Shattered Land (Eberron: The Dreaming Dark, #2)",9780786938216,https://dj6cnfthgyqas.cloudfront.net/0786938218-original.jpg,$7.99,https://play.google.com/store/books/details/Keith_Baker_City_of_Towers?id=5utFBAAAQBAJ,$6.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780786938216,,,,,,,,,,
When We Were Orphans,9780571205165,https://dj6cnfthgyqas.cloudfront.net/057120516X-original.jpg,$12.99,https://play.google.com/store/books/details/Kazuo_Ishiguro_When_We_Were_Orphans?id=BcLeBgAAQBAJ,,,,,,,,,,,,
"Airhead (Airhead, #1)",9780545040525,https://dj6cnfthgyqas.cloudfront.net/0545040523-original.jpg,,,$12.24,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780545040525,$16.99,http://www.indiebound.org/book/9780545040525?aff=rifflebooks,,,,,,,,
Casey at the Bat: A Ballad of the Republic Sung in the Year 1888,9781929766000,https://dj6cnfthgyqas.cloudfront.net/1929766009-original.jpg,Free,https://play.google.com/store/books/details/Ernest_L_Thayer_Casey_at_the_Bat?id=zDjhAAAAMAAJ,$15.72,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781929766000,$19.99,http://www.indiebound.org/book/9781929766000?aff=rifflebooks,,,,,,,,
The Dark Pond,9780060529956,https://dj6cnfthgyqas.cloudfront.net/0060529954-original.jpg,$7.99,https://play.google.com/store/books/details/Joseph_Bruchac_The_Dark_Pond?id=M7gImFyRc_0C,$10.91,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780060529956,,,,,,,,,,
"Back to Before (Megamorphs, #4)",9780439173070,https://dj6cnfthgyqas.cloudfront.net/0439173078-original.jpg,$5.38,https://play.google.com/store/books/details/K_A_Applegate_Elfangor_s_Secret_Animorphs_Megamorp?id=gmFHDwAAQBAJ,$5.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780439173070,,,,,,,,,,
Simplicity: The Freedom of Letting Go,9780824521158,https://dj6cnfthgyqas.cloudfront.net/0824521153-original.jpg,$9.99,https://play.google.com/store/books/details/Zoey_Arielle_Poulsen_The_Joy_of_Minimalism?id=CwpDDwAAQBAJ,$16.44,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780824521158,$19.95,http://www.indiebound.org/book/9780824521158?aff=rifflebooks,,,,,,,,
"Blue Horizon  (Courtney, #11)",9780330376310,https://dj6cnfthgyqas.cloudfront.net/0330376314-original.jpg,$46.03,https://play.google.com/store/audiobooks/details/Wilbur_Smith_Blue_Horizon?id=AQAAAADGGiIa9M,$0.00,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780330376310,,,,,,,,,,
"The Penderwicks on Gardam Street (The Penderwicks, #2)",9780375840906,https://dj6cnfthgyqas.cloudfront.net/0375840907-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Jeanne_Birdsall_The_Penderwicks_on_Gardam_Street?id=AQAAAAASSCVIJM,$14.19,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780375840906,$16.99,http://www.indiebound.org/book/9780375840906?aff=rifflebooks,,,,,,,,
"Lost Truth (Truth, #4)",9780441012282,https://dj6cnfthgyqas.cloudfront.net/0441012280-original.jpg,,,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780441012282,$7.99,http://www.indiebound.org/book/9780441012282?aff=rifflebooks,,,,,,,,
Explorers of the New Century,9780747580188,https://dj6cnfthgyqas.cloudfront.net/0747580189-original.jpg,$16.99,https://play.google.com/store/books/details/Daniel_Stone_The_Food_Explorer?id=lJclDwAAQBAJ,,,,,,,,,,,,
The Union That Shaped the Confederacy: Robert Toombs and Alexander H. Stephens,9780700610884,https://dj6cnfthgyqas.cloudfront.net/070061088X-original.jpg,$15.17,https://play.google.com/store/books/details/William_W_Freehling_Secession_Debated?id=w_3JwT2BIcsC,$24.86,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780700610884,$34.95,http://www.indiebound.org/book/9780700610884?aff=rifflebooks,,,,,,,,
"Entombed (Alexandra Cooper, #7)",9780743566971,,,,,,,,,,,,,,,
Cubaanse dromen ~ De zusters AgÃ¼ero,9789069746432,https://dj6cnfthgyqas.cloudfront.net/9069746433-original.jpg,,,,,,,,,,,,,,
Doctor Who: Sword of Orion,9781903654156,,,,,,,,,,,,,,,
My Friend Leonard,9781573223157,https://dj6cnfthgyqas.cloudfront.net/1573223158-original.jpg,$14.99,https://play.google.com/store/books/details/James_Frey_My_Friend_Leonard?id=KunTApO0QL8C,$16.29,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781573223157,$24.95,http://www.indiebound.org/book/9781573223157?aff=rifflebooks,,,,,,,,
My Sister Jodie,9780385610124,https://dj6cnfthgyqas.cloudfront.net/0385610122-original.jpg,$9.99,https://play.google.com/store/books/details/Jacqueline_Wilson_My_Sister_Jodie?id=HWPfAAAAQBAJ,,,,,,,,,,,,
The Night Gardener,9780316156509,https://dj6cnfthgyqas.cloudfront.net/0316156507-original.jpg,$9.99,https://play.google.com/store/books/details/Jonathan_Auxier_The_Night_Gardener?id=Ox6MAwAAQBAJ,$23.10,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780316156509,$24.99,http://www.indiebound.org/book/9780316156509?aff=rifflebooks,,,,,,,,
Mangoes  Curry Leaves: Culinary Travels Through the Great Subcontinent,9781579652524,https://dj6cnfthgyqas.cloudfront.net/1579652522-original.jpg,,,$46.83,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781579652524,$45.00,http://www.indiebound.org/book/9781579652524?aff=rifflebooks,,,,,,,,
"Forgiven (Firstborn, #2)",9780842387446,https://dj6cnfthgyqas.cloudfront.net/0842387447-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Kimberla_Lawson_Roby_The_Prodigal_Son?id=AQAAAAA_PEQ8aM,$9.52,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780842387446,$13.99,http://www.indiebound.org/book/9780842387446?aff=rifflebooks,,,,,,,,
Civil War: Black Panther,9780785122357,https://dj6cnfthgyqas.cloudfront.net/0785122354-original.jpg,$31.59,https://play.google.com/store/books/details/Joshua_Bloom_Black_against_Empire?id=C77uDAAAQBAJ,$12.25,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780785122357,$17.99,http://www.indiebound.org/book/9780785122357?aff=rifflebooks,,,,,,,,
Nothing To Be Frightened Of,9780224085236,https://dj6cnfthgyqas.cloudfront.net/0224085239-original.jpg,$13.99,https://play.google.com/store/books/details/Julian_Barnes_Nothing_to_be_Frightened_Of?id=e9QWMbWLws0C,,,,,,,,,,,,
"Fullmetal Alchemist, Vol. 8 (Fullmetal Alchemist, #8)",9781421504599,https://dj6cnfthgyqas.cloudfront.net/1421504596-original.jpg,$8.99,https://play.google.com/store/books/details/Hiromu_Arakawa_Fullmetal_Alchemist?id=ja88AwAAQBAJ,$9.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781421504599,$9.99,http://www.indiebound.org/book/9781421504599?aff=rifflebooks,,,,,,,,
"Mrs. Jeffries Holds the Trump (Mrs. Jeffries, #24)",9780425222089,https://dj6cnfthgyqas.cloudfront.net/042522208X-original.jpg,$8.99,https://play.google.com/store/books/details/Emily_Brightwell_Mrs_Jeffries_Holds_the_Trump?id=bVW7X_ed3QoC,$7.99,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780425222089,$7.99,http://www.indiebound.org/book/9780425222089?aff=rifflebooks,,,,,,,,
"Lirael (Abhorsen, #2)",9780060005429,https://dj6cnfthgyqas.cloudfront.net/0060005424-original.jpg,$14.95,https://play.google.com/store/audiobooks/details/Garth_Nix_Abhorsen?id=AQAAAADNiT-J4M,$8.25,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780060005429,$8.99,http://www.indiebound.org/book/9780060005429?aff=rifflebooks,,,,,,,,
The Last Family in England,9780099468455,https://dj6cnfthgyqas.cloudfront.net/009946845X-original.jpg,$9.99,https://play.google.com/store/books/details/Matt_Haig_The_Last_Family_in_England?id=iitADwAAQBAJ,$9.77,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780099468455,,,,,,,,,,
Post-Communism: The Emerging Enigma,9788386759804,,,,,,,,,,,,,,,
Rodzina,9780618133512,https://dj6cnfthgyqas.cloudfront.net/0618133518-original.jpg,$8.99,https://play.google.com/store/books/details/Gary_Chapman_The_5_Love_Languages?id=K1fRBAAAQBAJ,$11.44,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780618133512,$16.00,http://www.indiebound.org/book/9780618133512?aff=rifflebooks,,,,,,,,
"Reconciliation: Islam, Democracy, and the West",9780061567582,https://dj6cnfthgyqas.cloudfront.net/0061567582-original.jpg,$11.99,https://play.google.com/store/books/details/Benazir_Bhutto_Reconciliation?id=dhU9M1ghnRgC,$26.44,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9780061567582,$27.95,http://www.indiebound.org/book/9780061567582?aff=rifflebooks,,,,,,,,
Phil Gordon's Little Green Book: Lessons and Teachings in No Limit Texas Hold'em,9781416903673,https://dj6cnfthgyqas.cloudfront.net/1416903674-original.jpg,$19.99,https://play.google.com/store/books/details/Phil_Gordon_Phil_Gordon_s_Little_Green_Book?id=1qdtrFUDFg4C,$20.05,http://www.barnesandnoble.com/s/?store=allproducts&keyword=9781416903673,$25.00,http://www.indiebound.org/book/9781416903673?aff=rifflebooks,,,,,,,,
