Book Title,Book ISBN,Book URL,Amazon Price,R1 Title,R1 URL,R2 Title,R2 URL,R3 Title,R3 URL,R4 Title,R4 URL,R5 Title,R5 URL,,,,,
"The Return of the King (The Lord of the Rings, #3)",9780345339737,https://www.goodreads.com/buy_buttons/12/follow?book_id=18512&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$10.73,"The Two Towers (The Lord of the Rings, Part 2)",https://www.amazon.com/Two-Towers-Lord-Rings-Part/dp/0345339711/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0345339711&pd_rd_r=WMSPH3QQP7ECGEZ3XT5J&pd_rd_w=EVZJi&pd_rd_wg=bWSvJ&psc=1&refRID=WMSPH3QQP7ECGEZ3XT5J,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",https://www.amazon.com/Fellowship-Ring-Lord-Rings-Part/dp/0345339703/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0345339703&pd_rd_r=WMSPH3QQP7ECGEZ3XT5J&pd_rd_w=EVZJi&pd_rd_wg=bWSvJ&psc=1&refRID=WMSPH3QQP7ECGEZ3XT5J,The Hobbit,https://www.amazon.com/Hobbit-J-R-R-Tolkien/dp/0345339681/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0345339681&pd_rd_r=WMSPH3QQP7ECGEZ3XT5J&pd_rd_w=EVZJi&pd_rd_wg=bWSvJ&psc=1&refRID=WMSPH3QQP7ECGEZ3XT5J,The Double Life of Pocahontas,https://www.amazon.com/Double-Life-Pocahontas-Jean-Fritz/dp/0698119355/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0698119355&pd_rd_r=WMSPH3QQP7ECGEZ3XT5J&pd_rd_w=EVZJi&pd_rd_wg=bWSvJ&psc=1&refRID=WMSPH3QQP7ECGEZ3XT5J,Explorers Who Got Lost,https://www.amazon.com/Explorers-Who-Lost-Diane-Sansevere-Dreher/dp/0765381516/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0765381516&pd_rd_r=WMSPH3QQP7ECGEZ3XT5J&pd_rd_w=EVZJi&pd_rd_wg=bWSvJ&psc=1&refRID=WMSPH3QQP7ECGEZ3XT5J,,,,,
On the Road,9780140042597,https://www.goodreads.com/buy_buttons/12/follow?book_id=70401&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$11.21,The Dharma Bums,https://www.amazon.com/Dharma-Bums-Jack-Kerouac/dp/0140042520/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0140042520&pd_rd_r=48BCJMGKQ9A3V98J9YFK&pd_rd_w=vuPnh&pd_rd_wg=hXiMd&psc=1&refRID=48BCJMGKQ9A3V98J9YFK,Big Sur,https://www.amazon.com/Big-Sur-Jack-Kerouac/dp/0140168125/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0140168125&pd_rd_r=48BCJMGKQ9A3V98J9YFK&pd_rd_w=vuPnh&pd_rd_wg=hXiMd&psc=1&refRID=48BCJMGKQ9A3V98J9YFK,"Howl and Other Poems (City Lights Pocket Poets, No. 4)",https://www.amazon.com/Other-Poems-Lights-Pocket-Poets/dp/0872860175/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0872860175&pd_rd_r=48BCJMGKQ9A3V98J9YFK&pd_rd_w=vuPnh&pd_rd_wg=hXiMd&psc=1&refRID=48BCJMGKQ9A3V98J9YFK,Naked Lunch,https://www.amazon.com/Naked-Lunch-William-S-Burroughs/dp/0802122078/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0802122078&pd_rd_r=48BCJMGKQ9A3V98J9YFK&pd_rd_w=vuPnh&pd_rd_wg=hXiMd&psc=1&refRID=48BCJMGKQ9A3V98J9YFK,The Electric Kool-Aid Acid Test,https://www.amazon.com/Electric-Kool-Aid-Acid-Test/dp/031242759X/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=031242759X&pd_rd_r=48BCJMGKQ9A3V98J9YFK&pd_rd_w=vuPnh&pd_rd_wg=hXiMd&psc=1&refRID=48BCJMGKQ9A3V98J9YFK,,,,,
"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",9780066238500,https://www.goodreads.com/buy_buttons/12/follow?book_id=11127&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$12.59,The Hobbit and the Lord of the Rings (the Hobbit / the Fellowship of the…,https://www.amazon.com/Hobbit-Lord-Rings-Fellowship-Towers/dp/0345538374/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0345538374&pd_rd_r=DG1MZ3PKR0ED7HQPJ6N4&pd_rd_w=POmFa&pd_rd_wg=q59Xd&psc=1&refRID=DG1MZ3PKR0ED7HQPJ6N4,A Family Guide To Narnia: Biblical Truths in C.S. Lewis's The Chronicles…,https://www.amazon.com/Family-Guide-Narnia-Biblical-Chronicles/dp/1581345151/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1581345151&pd_rd_r=DG1MZ3PKR0ED7HQPJ6N4&pd_rd_w=POmFa&pd_rd_wg=q59Xd&psc=1&refRID=DG1MZ3PKR0ED7HQPJ6N4,The Chronicles of Narnia Official Coloring Book,https://www.amazon.com/Chronicles-Narnia-Official-Coloring-Book/dp/0062564773/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0062564773&pd_rd_r=DG1MZ3PKR0ED7HQPJ6N4&pd_rd_w=POmFa&pd_rd_wg=q59Xd&psc=1&refRID=DG1MZ3PKR0ED7HQPJ6N4,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe…",https://www.amazon.com/Chronicles-Narnia-Witch-Wardrobe-Widescreen/dp/B000E8M0VA/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=B000E8M0VA&pd_rd_r=DG1MZ3PKR0ED7HQPJ6N4&pd_rd_w=POmFa&pd_rd_wg=q59Xd&psc=1&refRID=DG1MZ3PKR0ED7HQPJ6N4,The Chronicles of Narnia: Prince Caspian,https://www.amazon.com/Chronicles-Narnia-Prince-Caspian/dp/B00005JPH2/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=B00005JPH2&pd_rd_r=DG1MZ3PKR0ED7HQPJ6N4&pd_rd_w=POmFa&pd_rd_wg=q59Xd&psc=1&refRID=DG1MZ3PKR0ED7HQPJ6N4,,,,,
The Crucible,9780142437339,https://www.goodreads.com/buy_buttons/12/follow?book_id=17250&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$10.11,The Crucible SparkNotes Literature Guide (SparkNotes Literature…,https://www.amazon.com/Crucible-SparkNotes-Literature-Guide/dp/141146950X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=141146950X&pd_rd_r=P7SA94N5FCQ3YB6NFQQW&pd_rd_w=iXAcE&pd_rd_wg=CcPlH&psc=1&refRID=P7SA94N5FCQ3YB6NFQQW,The United States Constitution: A Graphic Adaptation,https://www.amazon.com/United-States-Constitution-Graphic-Adaptation/dp/0809094703/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0809094703&pd_rd_r=P7SA94N5FCQ3YB6NFQQW&pd_rd_w=iXAcE&pd_rd_wg=CcPlH&psc=1&refRID=P7SA94N5FCQ3YB6NFQQW,Doctor Faustus: With The English Faust Book (Hackett Classics),https://www.amazon.com/Doctor-Faustus-English-Hackett-Classics/dp/0872207293/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0872207293&pd_rd_r=P7SA94N5FCQ3YB6NFQQW&pd_rd_w=iXAcE&pd_rd_wg=CcPlH&psc=1&refRID=P7SA94N5FCQ3YB6NFQQW,A Streetcar Named Desire (New Directions Paperbook),https://www.amazon.com/Streetcar-Named-Desire-Directions-Paperbook/dp/0811216020/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0811216020&pd_rd_r=P7SA94N5FCQ3YB6NFQQW&pd_rd_w=iXAcE&pd_rd_wg=CcPlH&psc=1&refRID=P7SA94N5FCQ3YB6NFQQW,Death of a Salesman (Penguin Plays),https://www.amazon.com/Death-Salesman-Penguin-Arthur-Miller/dp/0140481346/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0140481346&pd_rd_r=P7SA94N5FCQ3YB6NFQQW&pd_rd_w=iXAcE&pd_rd_wg=CcPlH&psc=1&refRID=P7SA94N5FCQ3YB6NFQQW,,,,,
"The Two Towers (The Lord of the Rings, #2)",9780618346264,https://www.goodreads.com/buy_buttons/13/follow?book_id=15241&ref=x_gr_w_bb&tag=x_gr_w_bb_uk-21,$16.58,The Return of the King: Being the Third Part of the Lord of the Rings,https://www.amazon.com/Return-King-Being-Third-Rings/dp/054792819X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=054792819X&pd_rd_r=CDT6TSXGMHYABT84H04J&pd_rd_w=sa3Aq&pd_rd_wg=fQvw4&psc=1&refRID=CDT6TSXGMHYABT84H04J,The Fellowship of the Ring: Being the First Part of The Lord of the Rings,https://www.amazon.com/Fellowship-Ring-Being-First-Rings/dp/0547928211/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0547928211&pd_rd_r=CDT6TSXGMHYABT84H04J&pd_rd_w=sa3Aq&pd_rd_wg=fQvw4&psc=1&refRID=CDT6TSXGMHYABT84H04J,The Hobbit,https://www.amazon.com/Hobbit-J-R-Tolkien/dp/054792822X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=054792822X&pd_rd_r=CDT6TSXGMHYABT84H04J&pd_rd_w=sa3Aq&pd_rd_wg=fQvw4&psc=1&refRID=CDT6TSXGMHYABT84H04J,The Silmarillion,https://www.amazon.com/Silmarillion-J-R-R-Tolkien/dp/0544338014/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0544338014&pd_rd_r=CDT6TSXGMHYABT84H04J&pd_rd_w=sa3Aq&pd_rd_wg=fQvw4&psc=1&refRID=CDT6TSXGMHYABT84H04J,Unfinished Tales of Númenor and Middle-earth,https://www.amazon.com/Unfinished-N%C3%BAmenor-Middle-earth-J-R-R-Tolkien/dp/0544337999/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0544337999&pd_rd_r=CDT6TSXGMHYABT84H04J&pd_rd_w=sa3Aq&pd_rd_wg=fQvw4&psc=1&refRID=CDT6TSXGMHYABT84H04J,,,,,
How the Grinch Stole Christmas!,9780007173044,https://www.goodreads.com/buy_buttons/16/follow?book_id=113946&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$10.88,The Polar Express,https://www.amazon.com/Polar-Express-Chris-Van-Allsburg/dp/1783443332/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1783443332&pd_rd_r=ZWV7NG5YHJS6DNJ3GVM3&pd_rd_w=lvzAa&pd_rd_wg=QKh71&psc=1&refRID=ZWV7NG5YHJS6DNJ3GVM3,Horton Hears A Who!,https://www.amazon.com/Horton-Hears-Who-DR-SEUSS/dp/0008240027/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0008240027&pd_rd_r=ZWV7NG5YHJS6DNJ3GVM3&pd_rd_w=lvzAa&pd_rd_wg=QKh71&psc=1&refRID=ZWV7NG5YHJS6DNJ3GVM3,Rudolph the Red-Nosed Reindeer (Rudolph the Red-Nosed Reindeer)…,https://www.amazon.com/Rudolph-Red-Nosed-Reindeer-Little-Golden/dp/0307988295/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0307988295&pd_rd_r=ZWV7NG5YHJS6DNJ3GVM3&pd_rd_w=lvzAa&pd_rd_wg=QKh71&psc=1&refRID=ZWV7NG5YHJS6DNJ3GVM3,The Berenstain Bears and the Joy of Giving,https://www.amazon.com/Berenstain-Bears-Joy-Giving/dp/0310712556/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0310712556&pd_rd_r=ZWV7NG5YHJS6DNJ3GVM3&pd_rd_w=lvzAa&pd_rd_wg=QKh71&psc=1&refRID=ZWV7NG5YHJS6DNJ3GVM3,Frosty the Snowman (Frosty the Snowman) (Little Golden Book),https://www.amazon.com/Frosty-Snowman-Little-Golden-Book/dp/0307960382/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0307960382&pd_rd_r=ZWV7NG5YHJS6DNJ3GVM3&pd_rd_w=lvzAa&pd_rd_wg=QKh71&psc=1&refRID=ZWV7NG5YHJS6DNJ3GVM3,,,,,
Invisible Man,9780679732761,https://www.goodreads.com/buy_buttons/12/follow?book_id=16981&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$10.49,Native Son (Perennial Classics),https://www.amazon.com/Native-Perennial-Classics-Richard-Wright/dp/006083756X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=006083756X&pd_rd_r=AXFM7A4CBN33X3YNY90J&pd_rd_w=hzu4X&pd_rd_wg=QkMlD&psc=1&refRID=AXFM7A4CBN33X3YNY90J,The Invisible Man,https://www.amazon.com/Invisible-Man-H-G-Wells/dp/1512091979/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1512091979&pd_rd_r=AXFM7A4CBN33X3YNY90J&pd_rd_w=hzu4X&pd_rd_wg=QkMlD&psc=1&refRID=AXFM7A4CBN33X3YNY90J,Seize the Day (Penguin Classics),https://www.amazon.com/Seize-Penguin-Classics-Saul-Bellow/dp/0142437611/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0142437611&pd_rd_r=AXFM7A4CBN33X3YNY90J&pd_rd_w=hzu4X&pd_rd_wg=QkMlD&psc=1&refRID=AXFM7A4CBN33X3YNY90J,The Invisible Man (Dover Thrift Editions),https://www.amazon.com/Invisible-Man-Dover-Thrift-Editions/dp/0486270718/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0486270718&pd_rd_r=AXFM7A4CBN33X3YNY90J&pd_rd_w=hzu4X&pd_rd_wg=QkMlD&psc=1&refRID=AXFM7A4CBN33X3YNY90J,Black Boy: A Record of Childhood and Youth,https://www.amazon.com/Black-Boy-Record-Childhood-Youth/dp/0061130249/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0061130249&pd_rd_r=AXFM7A4CBN33X3YNY90J&pd_rd_w=hzu4X&pd_rd_wg=QkMlD&psc=1&refRID=AXFM7A4CBN33X3YNY90J,,,,,
The Martian Chronicles,9780553278224,https://www.goodreads.com/buy_buttons/12/follow?book_id=76778&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$9.03,The Illustrated Man,https://www.amazon.com/Illustrated-Man-Ray-Bradbury/dp/1451678185/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1451678185&pd_rd_r=SPEWM9BSQKF2WWQ4E2Y5&pd_rd_w=nOIvO&pd_rd_wg=S0XLA&psc=1&refRID=SPEWM9BSQKF2WWQ4E2Y5,Something Wicked This Way Comes: A Novel,https://www.amazon.com/Something-Wicked-This-Way-Comes/dp/1501167715/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1501167715&pd_rd_r=SPEWM9BSQKF2WWQ4E2Y5&pd_rd_w=nOIvO&pd_rd_wg=S0XLA&psc=1&refRID=SPEWM9BSQKF2WWQ4E2Y5,Dandelion Wine (Grand Master Editions),https://www.amazon.com/Dandelion-Wine-Grand-Master-Editions/dp/0553277537/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0553277537&pd_rd_r=SPEWM9BSQKF2WWQ4E2Y5&pd_rd_w=nOIvO&pd_rd_wg=S0XLA&psc=1&refRID=SPEWM9BSQKF2WWQ4E2Y5,The October Country,https://www.amazon.com/October-Country-Ray-Bradbury/dp/034532448X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=034532448X&pd_rd_r=SPEWM9BSQKF2WWQ4E2Y5&pd_rd_w=nOIvO&pd_rd_wg=S0XLA&psc=1&refRID=SPEWM9BSQKF2WWQ4E2Y5,Bradbury Stories: 100 of His Most Celebrated Tales,https://www.amazon.com/Bradbury-Stories-Most-Celebrated-Tales/dp/0060544880/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0060544880&pd_rd_r=SPEWM9BSQKF2WWQ4E2Y5&pd_rd_w=nOIvO&pd_rd_wg=S0XLA&psc=1&refRID=SPEWM9BSQKF2WWQ4E2Y5,,,,,
Flowers for Algernon,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=36576608&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,,,,,,
Breakfast at Tiffany's,9780679745655,https://www.goodreads.com/buy_buttons/12/follow?book_id=251688&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$9.72,"Other Voices, Other Rooms",https://www.amazon.com/Other-Voices-Rooms-Truman-Capote/dp/0679745645/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0679745645&pd_rd_r=2NMGNG3TT0FCMCQF0K1X&pd_rd_w=m6Tzu&pd_rd_wg=X64ri&psc=1&refRID=2NMGNG3TT0FCMCQF0K1X,The Complete Stories of Truman Capote,https://www.amazon.com/Complete-Stories-Truman-Capote/dp/140009691X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=140009691X&pd_rd_r=2NMGNG3TT0FCMCQF0K1X&pd_rd_w=m6Tzu&pd_rd_wg=X64ri&psc=1&refRID=2NMGNG3TT0FCMCQF0K1X,"Fifth Avenue, 5 A.M.: Audrey Hepburn, Breakfast at Tiffany's, and the…",https://www.amazon.com/Fifth-Avenue-M-Breakfast-Tiffanys/dp/0061774162/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0061774162&pd_rd_r=2NMGNG3TT0FCMCQF0K1X&pd_rd_w=m6Tzu&pd_rd_wg=X64ri&psc=1&refRID=2NMGNG3TT0FCMCQF0K1X,In Cold Blood,https://www.amazon.com/Cold-Blood-Truman-Capote/dp/0679745580/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0679745580&pd_rd_r=2NMGNG3TT0FCMCQF0K1X&pd_rd_w=m6Tzu&pd_rd_wg=X64ri&psc=1&refRID=2NMGNG3TT0FCMCQF0K1X,The Grass Harp: Including A Tree of Night and Other Stories,https://www.amazon.com/Grass-Harp-Including-Night-Stories/dp/0679745572/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0679745572&pd_rd_r=2NMGNG3TT0FCMCQF0K1X&pd_rd_w=m6Tzu&pd_rd_wg=X64ri&psc=1&refRID=2NMGNG3TT0FCMCQF0K1X,,,,,
The Cat in the Hat,9780394800011,https://www.goodreads.com/buy_buttons/12/follow?book_id=233093&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$6.79,Green Eggs and Ham,https://www.amazon.com/Green-Eggs-Ham-Dr-Seuss/dp/0394800168/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0394800168&pd_rd_r=88YCREXAD9F8KR5MM0YQ&pd_rd_w=sjbmF&pd_rd_wg=Ctr4h&psc=1&refRID=88YCREXAD9F8KR5MM0YQ,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself),https://www.amazon.com/One-Fish-Blue-Read-Myself/dp/0394800133/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0394800133&pd_rd_r=88YCREXAD9F8KR5MM0YQ&pd_rd_w=sjbmF&pd_rd_wg=Ctr4h&psc=1&refRID=88YCREXAD9F8KR5MM0YQ,Fox in Socks (Beginner Books),https://www.amazon.com/Fox-Socks-Beginner-Books-Seuss/dp/0394800389/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0394800389&pd_rd_r=88YCREXAD9F8KR5MM0YQ&pd_rd_w=sjbmF&pd_rd_wg=Ctr4h&psc=1&refRID=88YCREXAD9F8KR5MM0YQ,Hop on Pop (I Can Read It All By Myself),https://www.amazon.com/Hop-Pop-Can-Read-Myself/dp/039480029X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=039480029X&pd_rd_r=88YCREXAD9F8KR5MM0YQ&pd_rd_w=sjbmF&pd_rd_wg=Ctr4h&psc=1&refRID=88YCREXAD9F8KR5MM0YQ,The Cat in the Hat Comes Back,https://www.amazon.com/Cat-Hat-Comes-Back/dp/0394800028/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0394800028&pd_rd_r=88YCREXAD9F8KR5MM0YQ&pd_rd_w=sjbmF&pd_rd_wg=Ctr4h&psc=1&refRID=88YCREXAD9F8KR5MM0YQ,,,,,
The Once and Future King (The Once and Future King #1-4),9780441627400,https://www.goodreads.com/buy_buttons/12/follow?book_id=43545&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$20.00,The Book of Merlyn (Once and Future King),https://www.amazon.com/Book-Merlyn-Once-Future-King/dp/0441070159/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0441070159&pd_rd_r=NG2NGR785C0B9ME18DXX&pd_rd_w=nOkjS&pd_rd_wg=YkRMr&psc=1&refRID=NG2NGR785C0B9ME18DXX,Idylls of the King (Penguin Classics),https://www.amazon.com/Idylls-Penguin-Classics-Alfred-Tennyson/dp/0140422536/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0140422536&pd_rd_r=NG2NGR785C0B9ME18DXX&pd_rd_w=nOkjS&pd_rd_wg=YkRMr&psc=1&refRID=NG2NGR785C0B9ME18DXX,Le Morte Darthur: The Winchester Manuscript (Oxford World's Classics),https://www.amazon.com/Morte-Darthur-Winchester-Manuscript-Classics/dp/0199537348/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0199537348&pd_rd_r=NG2NGR785C0B9ME18DXX&pd_rd_w=nOkjS&pd_rd_wg=YkRMr&psc=1&refRID=NG2NGR785C0B9ME18DXX,"Sophocles, The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus,…",https://www.amazon.com/Sophocles-Oedipus-Cycle-Colonus-Antigone/dp/015602764X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=015602764X&pd_rd_r=NG2NGR785C0B9ME18DXX&pd_rd_w=nOkjS&pd_rd_wg=YkRMr&psc=1&refRID=NG2NGR785C0B9ME18DXX,Arthurian Romances (Penguin Classics),https://www.amazon.com/Arthurian-Romances-Penguin-Classics-Chr%C3%A9tien/dp/0140445218/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0140445218&pd_rd_r=NG2NGR785C0B9ME18DXX&pd_rd_w=nOkjS&pd_rd_wg=YkRMr&psc=1&refRID=NG2NGR785C0B9ME18DXX,,,,,
"Things Fall Apart (The African Trilogy, #1)",9780385474542,https://www.goodreads.com/buy_buttons/12/follow?book_id=37781&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$10.43,Things Fall Apart SparkNotes Literature Guide (SparkNotes…,https://www.amazon.com/Things-Apart-SparkNotes-Literature-Guide/dp/1411469682/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1411469682&pd_rd_r=HJ22BA6FED5SNQ521673&pd_rd_w=T6dSc&pd_rd_wg=cyUci&psc=1&refRID=HJ22BA6FED5SNQ521673,"Compact Literature: Reading, Reacting, Writing",https://www.amazon.com/Compact-Literature-Reading-Reacting-Writing/dp/1111839018/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1111839018&pd_rd_r=HJ22BA6FED5SNQ521673&pd_rd_w=T6dSc&pd_rd_wg=cyUci&psc=1&refRID=HJ22BA6FED5SNQ521673,Arrow of God,https://www.amazon.com/Arrow-God-Chinua-Achebe/dp/0385014805/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0385014805&pd_rd_r=HJ22BA6FED5SNQ521673&pd_rd_w=T6dSc&pd_rd_wg=cyUci&psc=1&refRID=HJ22BA6FED5SNQ521673,Heart of Darkness (Dover Thrift Editions),https://www.amazon.com/Heart-Darkness-Dover-Thrift-Editions/dp/0486264645/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0486264645&pd_rd_r=HJ22BA6FED5SNQ521673&pd_rd_w=T6dSc&pd_rd_wg=cyUci&psc=1&refRID=HJ22BA6FED5SNQ521673,No Longer at Ease,https://www.amazon.com/No-Longer-Ease-Chinua-Achebe/dp/0385474555/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0385474555&pd_rd_r=HJ22BA6FED5SNQ521673&pd_rd_w=T6dSc&pd_rd_wg=cyUci&psc=1&refRID=HJ22BA6FED5SNQ521673,,,,,
The End of the Affair,9780099478447,https://www.goodreads.com/buy_buttons/6/follow?book_id=29641,,,,,,,,,,,,,,,,
Doctor Zhivago,9780679774389,https://www.goodreads.com/buy_buttons/13/follow?book_id=130440&ref=x_gr_w_bb&tag=x_gr_w_bb_uk-21,$20.88,Lara: The Untold Love Story and the Inspiration for Doctor Zhivago,https://www.amazon.com/Lara-Untold-Inspiration-Doctor-Zhivago/dp/0062439340/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0062439340&pd_rd_r=S32KDNK3E8NB9GAFRWS6&pd_rd_w=GYC6N&pd_rd_wg=6GyWQ&psc=1&refRID=S32KDNK3E8NB9GAFRWS6,Anna Karenina (Vintage Classics),https://www.amazon.com/Anna-Karenina-Vintage-Classics-Tolstoy/dp/1784871958/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1784871958&pd_rd_r=S32KDNK3E8NB9GAFRWS6&pd_rd_w=GYC6N&pd_rd_wg=6GyWQ&psc=1&refRID=S32KDNK3E8NB9GAFRWS6,War and Peace (Vintage Classic Russians Series),https://www.amazon.com/War-Peace-Vintage-Classic-Russians/dp/178487194X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=178487194X&pd_rd_r=S32KDNK3E8NB9GAFRWS6&pd_rd_w=GYC6N&pd_rd_wg=6GyWQ&psc=1&refRID=S32KDNK3E8NB9GAFRWS6,Crime and Punishment,https://www.amazon.com/Crime-Punishment-Fyodor-Dostoevsky/dp/1975911555/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1975911555&pd_rd_r=S32KDNK3E8NB9GAFRWS6&pd_rd_w=GYC6N&pd_rd_wg=6GyWQ&psc=1&refRID=S32KDNK3E8NB9GAFRWS6,Life and Fate (New York Review Books Classics),https://www.amazon.com/Life-Fate-Review-Books-Classics/dp/1590172019/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1590172019&pd_rd_r=S32KDNK3E8NB9GAFRWS6&pd_rd_w=GYC6N&pd_rd_wg=6GyWQ&psc=1&refRID=S32KDNK3E8NB9GAFRWS6,,,,,
Waiting for Godot,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=17716&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,,,,,,
